,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,EVENT_SOURCE,BNF_SEV_LEVEL,ANSM_SEV_LEVEL,MICROMEDEX_SEV_LEVEL,BNF_EVID_LEVEL,MICROMEDEX_EVID_LEVEL
5368,clomipramine,clozapine,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
5369,clozapine,disopyramide,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
5370,clozapine,sotalol,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
5371,clozapine,methotrimeprazine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5372,clozapine,zuclopenthixol,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5373,clozapine,tolterodine,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
5374,buprenorphine,zuclopenthixol,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5375,posaconazole,ritonavir,electrocardiogram qt prolonged,10014387,Micromedex,Moderate,Take into consideration,Major,Study,Theoretical
5376,posaconazole,vinflunine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Not recommended,Major,Theoretical,Theoretical
5377,posaconazole,panobinostat,electrocardiogram qt prolonged,10014387,Micromedex,Moderate,Precautions for use,Major,Theoretical,Theoretical
5378,paliperidone,buprenorphine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5379,paliperidone,aripiprazole,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5380,trimipramine,aripiprazole,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5381,trimipramine,hydroxyzine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5382,amitriptyline,aripiprazole,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5383,amitriptyline,hydroxyzine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5384,risperidone,buprenorphine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5385,risperidone,aripiprazole,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5386,doxepin,aripiprazole,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5387,doxepin,hydroxyzine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5388,droperidol,aripiprazole,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5389,galantamine,methadone,electrocardiogram qt prolonged,10014387,Micromedex,,Precautions for use,Major,,Theoretical
5390,galantamine,fingolimod,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5391,aripiprazole,promethazine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5392,aripiprazole,asenapine,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
5393,aripiprazole,haloperidol,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5394,aripiprazole,hydroxyzine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5395,aripiprazole,olanzapine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5396,aripiprazole,chlorpromazine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5397,aripiprazole,clozapine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5398,aripiprazole,apomorphine,electrocardiogram qt prolonged,10014387,Micromedex,Moderate,Not recommended,Major,Theoretical,Theoretical
5399,hydroxyzine,promethazine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5400,hydroxyzine,ivabradine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
5401,hydroxyzine,imipramine,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
5402,hydroxyzine,olanzapine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5403,hydroxyzine,clozapine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5404,hydroxyzine,solifenacin,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
5405,chlorpromazine,promethazine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5406,clozapine,promethazine,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5407,tolterodine,posaconazole,electrocardiogram qt prolonged,10014387,Micromedex,Mild,Contraindicated,Major,Theoretical,Theoretical
5408,famotidine,posaconazole,electrocardiogram qt prolonged,10014387,Micromedex,Moderate,Not recommended,Major,Study,Theoretical
5409,ketoconazole,buprenorphine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Contraindicated,Study,Theoretical
5410,ketoconazole,delamanid,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Not recommended,Major,Study,Theoretical
5411,ondansetron,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Contraindicated,,Theoretical
5412,methadone,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5413,buprenorphine,amisulpride,torsade de pointes,10044066,Micromedex,,Not recommended,Contraindicated,,Theoretical
5414,promethazine,amisulpride,torsade de pointes,10044066,Micromedex,,Not recommended,Contraindicated,,Theoretical
5415,amiodarone,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5416,arsenic trioxide,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5417,disopyramide,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5418,toremifene,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5419,sotalol,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5420,anagrelide,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Contraindicated,,Theoretical
5421,moxifloxacin,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5422,pentamidine,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,Anecdotal,Theoretical
5423,erythromycin,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5424,clarithromycin,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Contraindicated,,Theoretical
5425,mefloquine,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Contraindicated,Theoretical,Theoretical
5426,methotrimeprazine,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5427,domperidone,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,Theoretical,Theoretical
5428,amisulpride,delamanid,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5429,amisulpride,dronedarone,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5430,amisulpride,fingolimod,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Contraindicated,Theoretical,Theoretical
5431,amisulpride,vandetanib,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5432,amisulpride,crizotinib,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5433,amisulpride,pasireotide,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Contraindicated,,Theoretical
5434,paliperidone,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Not recommended,Contraindicated,,Theoretical
5435,escitalopram,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5436,risperidone,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Not recommended,Contraindicated,,Theoretical
5437,droperidol,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5438,pimozide,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5439,aripiprazole,amisulpride,torsade de pointes,10044066,Micromedex,,Not recommended,Contraindicated,,Theoretical
5440,quetiapine,amisulpride,torsade de pointes,10044066,Micromedex,,Not recommended,Contraindicated,,Theoretical
5441,hydroxyzine,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5442,olanzapine,amisulpride,torsade de pointes,10044066,Micromedex,,Not recommended,Contraindicated,,Theoretical
5443,chlorpromazine,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5444,citalopram,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
5445,clozapine,amisulpride,torsade de pointes,10044066,Micromedex,,Not recommended,Contraindicated,,Theoretical
5446,tetrabenazine,amisulpride,torsade de pointes,10044066,Micromedex,Severe,Not recommended,Contraindicated,,Theoretical
5447,apomorphine,amisulpride,torsade de pointes,10044066,Micromedex,Moderate,Not recommended,Contraindicated,Theoretical,Theoretical
5448,ondansetron,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Major,,Theoretical
5449,promethazine,sulpiride,torsade de pointes,10044066,Micromedex,,Not recommended,Major,,Theoretical
5450,promethazine,sulpiride,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5451,amiodarone,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5452,arsenic trioxide,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5453,disopyramide,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5454,toremifene,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5455,sotalol,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5456,anagrelide,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Major,,Theoretical
5457,moxifloxacin,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5458,pentamidine,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
5459,erythromycin,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5460,clarithromycin,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Major,,Theoretical
5461,mefloquine,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
5462,methotrimeprazine,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5463,domperidone,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,Theoretical,Theoretical
5464,amisulpride,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5465,sulpiride,delamanid,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5466,sulpiride,fingolimod,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
5467,sulpiride,vandetanib,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5468,sulpiride,crizotinib,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5469,sulpiride,pasireotide,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Major,,Theoretical
5470,sulpiride,ivabradine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
5471,paliperidone,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Not recommended,Major,,Theoretical
5472,trimipramine,sulpiride,torsade de pointes,10044066,Micromedex,,Not recommended,Major,,Theoretical
5473,trimipramine,sulpiride,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5474,amitriptyline,sulpiride,torsade de pointes,10044066,Micromedex,,Not recommended,Major,,Theoretical
5475,amitriptyline,sulpiride,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5476,escitalopram,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5477,risperidone,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Not recommended,Major,,Theoretical
5478,doxepin,sulpiride,torsade de pointes,10044066,Micromedex,,Not recommended,Major,,Theoretical
5479,doxepin,sulpiride,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5480,droperidol,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5481,aripiprazole,sulpiride,torsade de pointes,10044066,Micromedex,,Not recommended,Major,,Theoretical
5482,aripiprazole,sulpiride,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5483,haloperidol,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5484,hydroxyzine,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5485,olanzapine,sulpiride,torsade de pointes,10044066,Micromedex,,Not recommended,Major,,Theoretical
5486,olanzapine,sulpiride,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5487,chlorpromazine,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
5488,clozapine,sulpiride,torsade de pointes,10044066,Micromedex,,Not recommended,Major,,Theoretical
5489,clozapine,sulpiride,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
5490,tetrabenazine,sulpiride,torsade de pointes,10044066,Micromedex,Severe,Not recommended,Major,,Theoretical
5491,colchicine,rosuvastatin,myopathy,10028641,Micromedex,Severe,Precautions for use,Moderate,Anecdotal,Theoretical
5492,colchicine,simvastatin,myopathy,10028641,Micromedex,Severe,Precautions for use,Major,Anecdotal,Probable
5493,colchicine,fluvastatin,myopathy,10028641,Micromedex,Severe,Precautions for use,Moderate,Anecdotal,Probable
5494,colchicine,gemfibrozil,myopathy,10028641,Micromedex,Severe,Precautions for use,Major,Anecdotal,Probable
5495,colchicine,bezafibrate,myopathy,10028641,Micromedex,Severe,Precautions for use,Moderate,Anecdotal,Probable
5496,colchicine,ciprofibrate,myopathy,10028641,Micromedex,Severe,Precautions for use,Moderate,Anecdotal,Probable
5497,rosuvastatin,fenofibrate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
5498,rosuvastatin,saquinavir,rhabdomyolysis,10039020,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
5499,rosuvastatin,saquinavir,myopathy,10028641,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
5500,rosuvastatin,ciprofibrate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Study,Probable
5501,danazol,simvastatin,myopathy,10028641,Micromedex,Severe,Contraindicated,Contraindicated,Anecdotal,Probable
5502,simvastatin,fenofibrate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
5503,simvastatin,erythromycin,rhabdomyolysis,10039020,Micromedex,Severe,Contraindicated,Contraindicated,Study,Established
5504,simvastatin,erythromycin,myopathy,10028641,Micromedex,Severe,Contraindicated,Contraindicated,Study,Established
5505,simvastatin,ritonavir,rhabdomyolysis,10039020,Micromedex,Severe,Contraindicated,Contraindicated,Study,Probable
5506,simvastatin,ritonavir,myopathy,10028641,Micromedex,Severe,Contraindicated,Contraindicated,Study,Probable
5507,simvastatin,clarithromycin,rhabdomyolysis,10039020,Micromedex,Severe,Contraindicated,Contraindicated,Study,Probable
5508,simvastatin,clarithromycin,myopathy,10028641,Micromedex,Severe,Contraindicated,Contraindicated,Study,Probable
5509,simvastatin,fusidate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Anecdotal,Probable
5510,simvastatin,cyclosporine,rhabdomyolysis,10039020,Micromedex,Severe,Contraindicated,Contraindicated,Study,Established
5511,simvastatin,cyclosporine,myopathy,10028641,Micromedex,Severe,Contraindicated,Contraindicated,Study,Established
5512,simvastatin,ciprofibrate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Study,Probable
5513,atorvastatin,fenofibrate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Anecdotal,Probable
5514,atorvastatin,fosamprenavir,rhabdomyolysis,10039020,Micromedex,Severe,Not recommended,Major,Study,Established
5515,atorvastatin,fosamprenavir,myopathy,10028641,Micromedex,Severe,Not recommended,Major,Study,Established
5516,atorvastatin,cyclosporine,rhabdomyolysis,10039020,Micromedex,Severe,Precautions for use,Major,Study,Probable
5517,atorvastatin,cyclosporine,myopathy,10028641,Micromedex,Severe,Precautions for use,Major,Study,Probable
5518,atorvastatin,ciprofibrate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Study,Probable
5519,fluvastatin,fenofibrate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Theoretical,Probable
5520,fluvastatin,gemfibrozil,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Anecdotal,Probable
5521,fluvastatin,cyclosporine,rhabdomyolysis,10039020,Micromedex,Severe,Precautions for use,Moderate,Study,Theoretical
5522,fluvastatin,cyclosporine,myopathy,10028641,Micromedex,Severe,Precautions for use,Moderate,Study,Theoretical
5523,fluvastatin,ciprofibrate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Study,Probable
5524,fenofibrate,pravastatin,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Theoretical,Probable
5525,pravastatin,ciprofibrate,myopathy,10028641,Micromedex,Severe,Contraindicated,Major,Study,Probable
5526,ketoconazole,simvastatin,rhabdomyolysis,10039020,Micromedex,Severe,Contraindicated,Contraindicated,Study,Probable
5527,ketoconazole,simvastatin,myopathy,10028641,Micromedex,Severe,Contraindicated,Contraindicated,Study,Probable
5528,colchicine,atorvastatin,myopathy,10028641,Micromedex,Severe,Precautions for use,Major,Anecdotal,Probable
5529,colchicine,fenofibrate,myopathy,10028641,Micromedex,Severe,Precautions for use,Major,Anecdotal,Probable
5530,rosuvastatin,ritonavir,rhabdomyolysis,10039020,Micromedex,Severe,Precautions for use,Major,Study,Established
5531,rosuvastatin,ritonavir,myopathy,10028641,Micromedex,Severe,Precautions for use,Major,Study,Established
5532,atorvastatin,ritonavir,rhabdomyolysis,10039020,Micromedex,Severe,Not recommended,Contraindicated,Study,Theoretical
5533,atorvastatin,ritonavir,myopathy,10028641,Micromedex,Severe,Not recommended,Contraindicated,Study,Theoretical
5534,colchicine,pravastatin,myopathy,10028641,Micromedex,Severe,Precautions for use,Major,Anecdotal,Probable
5535,meperidine,tramadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5536,meperidine,tramadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5537,meperidine,methadone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5538,meperidine,methadone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5539,meperidine,morphine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5540,meperidine,morphine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5541,meperidine,oxycodone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5542,meperidine,oxycodone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5543,meperidine,hydromorphone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5544,meperidine,hydromorphone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5545,meperidine,dihydrocodeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5546,meperidine,dihydrocodeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5547,meperidine,codeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5548,meperidine,codeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5549,meperidine,remifentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5550,meperidine,remifentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5551,meperidine,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5552,meperidine,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5553,meperidine,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5554,meperidine,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5555,meperidine,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5556,meperidine,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5557,tramadol,morphine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5558,tramadol,morphine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5559,tramadol,oxycodone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5560,tramadol,oxycodone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5561,tramadol,hydromorphone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5562,tramadol,hydromorphone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5563,tramadol,dihydrocodeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5564,tramadol,dihydrocodeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5565,tramadol,codeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5566,tramadol,codeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5567,tramadol,remifentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5568,tramadol,remifentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5569,tramadol,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5570,tramadol,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5571,tramadol,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5572,tramadol,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5573,tramadol,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5574,tramadol,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5575,morphine,buprenorphine,depressed level of consciousness,10012373,Micromedex,Severe,Contraindicated,Major,Theoretical,Theoretical
5576,morphine,buprenorphine,respiratory depression,10038678,Micromedex,Severe,Contraindicated,Major,Theoretical,Theoretical
5577,morphine,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5578,morphine,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5579,morphine,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5580,morphine,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5581,oxycodone,buprenorphine,depressed level of consciousness,10012373,Micromedex,Severe,Contraindicated,Major,Theoretical,Theoretical
5582,oxycodone,buprenorphine,respiratory depression,10038678,Micromedex,Severe,Contraindicated,Major,Theoretical,Theoretical
5583,oxycodone,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5584,oxycodone,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5585,oxycodone,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5586,oxycodone,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5587,hydromorphone,buprenorphine,depressed level of consciousness,10012373,Micromedex,Severe,Contraindicated,Major,Theoretical,Theoretical
5588,hydromorphone,buprenorphine,respiratory depression,10038678,Micromedex,Severe,Contraindicated,Major,Theoretical,Theoretical
5589,hydromorphone,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5590,hydromorphone,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5591,hydromorphone,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5592,hydromorphone,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5593,buprenorphine,dihydrocodeine,depressed level of consciousness,10012373,Micromedex,Severe,Not recommended,Major,Theoretical,Theoretical
5594,buprenorphine,dihydrocodeine,respiratory depression,10038678,Micromedex,Severe,Not recommended,Major,Theoretical,Theoretical
5595,buprenorphine,codeine,depressed level of consciousness,10012373,Micromedex,Severe,Not recommended,Major,Theoretical,Theoretical
5596,buprenorphine,codeine,respiratory depression,10038678,Micromedex,Severe,Not recommended,Major,Theoretical,Theoretical
5597,dihydrocodeine,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5598,dihydrocodeine,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5599,dihydrocodeine,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5600,dihydrocodeine,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5601,codeine,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5602,codeine,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5603,codeine,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5604,codeine,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5605,remifentanil,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5606,remifentanil,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5607,tapentadol,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5608,tapentadol,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5609,tapentadol,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5610,tapentadol,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5611,meperidine,fentanyl,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5612,meperidine,fentanyl,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5613,tramadol,methadone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5614,tramadol,methadone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5615,tramadol,fentanyl,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5616,tramadol,fentanyl,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5617,methadone,morphine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5618,methadone,morphine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5619,methadone,oxycodone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
