drug_node_name,Gene Name
ketoconazole,GOT2
ketoconazole,UGT1A7
ketoconazole,DRD4
ketoconazole,CYP4F2
ketoconazole,NAGLU
ketoconazole,CYP4F12
ketoconazole,NR1I2
ketoconazole,NR1I3
ketoconazole,CYP21A2
fenofibrate,DRD1
fenofibrate,SAT1
fenofibrate,ALB
fenofibrate,SLC1A5
fenofibrate,SCNN1B
fenofibrate,AKR1C1
fenofibrate,AKR1C3
fenofibrate,FOLR2
fenofibrate,F2
fenofibrate,TYR
fenofibrate,FABP4
fenofibrate,ABCB11
fenofibrate,PPARA
fenofibrate,HSD11B1
fenofibrate,MT1HL1
fenofibrate,SLCO1B1
fenofibrate,APRT
fenofibrate,AKR1C3
fenofibrate,ABCC5
fenofibrate,AKR1C2
fenofibrate,SLC10A1
fenofibrate,NDUFV2
fenofibrate,AKR1B1
fenofibrate,SLCO3A1
fenofibrate,CACNB1
fenofibrate,CES1
fenofibrate,SLC39A8
fenofibrate,MAT2A
fenofibrate,CYP2C9
fenofibrate,SLC39A1
fenofibrate,ALOX15
fenofibrate,CYP2C8
fenofibrate,SLC30A6
fenofibrate,APAF1
fenofibrate,CBR1
fenofibrate,AQP7
fenofibrate,RBP4
fenofibrate,CYP2A6
fenofibrate,NDUFA4L2
fenofibrate,CYP2C19
fenofibrate,GMPS
fenofibrate,UGT1A9
fenofibrate,NR1I2
fenofibrate,MMP25
rifampin,DRD1
rifampin,SAT1
rifampin,ALB
rifampin,SLC1A5
rifampin,F2
rifampin,TYR
rifampin,FABP4
rifampin,ABCB11
rifampin,HSD3B2
rifampin,CCBL1
rifampin,SLC22A1
rifampin,ABCC1
rifampin,DLAT
rifampin,MAT2A
rifampin,ORM1
rifampin,KCNQ2
rifampin,MS4A1
rifampin,NDUFS7
rifampin,ORM2
rifampin,CUBN
rifampin,PPARA
rifampin,HSD11B1
rifampin,MT1HL1
rifampin,SLCO1B1
rifampin,AASS
rifampin,MT-CO1
rifampin,MT1B
rifampin,ABCB1
rifampin,NR0B1
rifampin,CYP17A1
rifampin,MT1E
rifampin,SLCO2B1
rifampin,TPH2
rifampin,PPAT
rifampin,MT1X
rifampin,ABCC3
rifampin,NDUFA10
rifampin,PROC
rifampin,MT2A
rifampin,SLC22A6
rifampin,CD52
rifampin,ELANE
rifampin,MT4
rifampin,ABCC2
rifampin,APRT
rifampin,AKR1C3
rifampin,ABCC5
rifampin,SLC18A2
rifampin,PCYT1A
rifampin,SLCO1A2
rifampin,TPH1
rifampin,CHDH
rifampin,SLC22A8
rifampin,CMPK1
rifampin,SLC22A7
rifampin,ALDH7A1
rifampin,HMOX1
rifampin,SLCO1B3
rifampin,SLC38A3
rifampin,CYP3A5
rifampin,SLC30A7
rifampin,SIGMAR1
rifampin,CYP1A2
rifampin,SLC39A2
rifampin,SORD
rifampin,CYP3A4
rifampin,SLC30A5
rifampin,MAT2A
rifampin,CYP2C9
rifampin,SLC39A1
rifampin,ALOX15
rifampin,CYP2C8
rifampin,SLC30A6
rifampin,RBP4
rifampin,CYP2A6
rifampin,HSD17B10
rifampin,CYP2E1
rifampin,NDUFA4L2
rifampin,CYP2C19
rifampin,GMPS
rifampin,UGT1A9
rifampin,TYMS
rifampin,UGT1A1
rifampin,CYP2B6
rifampin,F7
rifampin,CYP3A43
rifampin,PRLR
rifampin,CYP3A7
rifampin,NR1I2
glipizide,DRD1
glipizide,SAT1
glipizide,ALB
glipizide,SLC1A5
glipizide,F2
glipizide,TYR
glipizide,FABP4
glipizide,ABCB11
glipizide,ABCC8
glipizide,SULT2B1
glipizide,SLC2A6
glipizide,PPARG
glipizide,SEPP1
glipizide,MAT2A
glipizide,CYP2C9
glipizide,SLC39A1
glipizide,TYMS
glipizide,UGT1A1
clonazepam,DRD1
clonazepam,SAT1
clonazepam,ALB
clonazepam,SLC1A5
clonazepam,SORD
clonazepam,CYP3A4
clonazepam,SLC30A5
clonazepam,HSD17B10
clonazepam,CYP2E1
clonazepam,AMN
clonazepam,NAT2
clonazepam,NR1I2
clonazepam,GABRA1
clonazepam,GABRA2
clonazepam,GABRA3
clonazepam,GABRA4
clonazepam,GABRA5
clonazepam,GABRA6
clonazepam,GABRB1
clonazepam,GABRB2
clonazepam,GABRB3
clonazepam,GABRD
clonazepam,GABRE
clonazepam,GABRG1
clonazepam,GABRG2
clonazepam,GABRG3
clonazepam,GABRP
clonazepam,GABRQ
clonazepam,GABRA1
clonazepam,GABRA2
clonazepam,GABRA3
clonazepam,GABRA5
clonazepam,GABRG1
clonazepam,GABRG2
clonazepam,GABRG3
promethazine,DRD1
promethazine,SAT1
promethazine,ALB
promethazine,SLC1A5
promethazine,CHRM3
promethazine,LPL
promethazine,GC
promethazine,SLC6A3
promethazine,AASS
promethazine,MT-CO1
promethazine,MT1B
promethazine,ABCB1
promethazine,TPH2
promethazine,PPAT
promethazine,MT1X
promethazine,ABCC3
promethazine,TOP1MT
promethazine,MMAB
promethazine,IGFBP1
promethazine,ABCC4
promethazine,CHRM1
promethazine,IGFBP2
promethazine,SLC29A1
promethazine,HRH2
promethazine,CDO1
promethazine,SLC19A2
promethazine,CHRM5
promethazine,MAOB
promethazine,CACNA1A
promethazine,ARG1
promethazine,CYP2D6
promethazine,SLC30A4
promethazine,MAT2A
promethazine,CYP2C9
promethazine,SLC39A1
promethazine,CYP2B6
promethazine,CHRM4
promethazine,MT2A
promethazine,CALM1
promethazine,MAOB
promethazine,HRH1
promethazine,NUAK2
promethazine,CHRM2
promethazine,DRD2
promethazine,ADRA1A
promethazine,ADRA1B
promethazine,ADRA1D
promethazine,ADRA2A
promethazine,ADRA2B
promethazine,ADRA2C
promethazine,SCN1A
promethazine,SCN10A
promethazine,SCN11A
promethazine,SCN2A
promethazine,SCN3A
promethazine,SCN4A
promethazine,SCN5A
promethazine,SCN7A
promethazine,SCN8A
promethazine,SCN9A
atazanavir,DRD1
atazanavir,SAT1
atazanavir,ALB
atazanavir,SLC1A5
atazanavir,F2
atazanavir,TYR
atazanavir,FABP4
atazanavir,ABCB11
atazanavir,HSD3B2
atazanavir,CCBL1
atazanavir,SLC22A1
atazanavir,ABCC1
atazanavir,DLAT
atazanavir,MAT2A
atazanavir,ORM1
atazanavir,KCNQ2
atazanavir,MS4A1
atazanavir,NDUFS7
atazanavir,ORM2
atazanavir,CUBN
atazanavir,PPARA
atazanavir,HSD11B1
atazanavir,MT1HL1
atazanavir,SLCO1B1
atazanavir,AASS
atazanavir,MT-CO1
atazanavir,MT1B
atazanavir,ABCB1
atazanavir,NR0B1
atazanavir,CYP17A1
atazanavir,MT1E
atazanavir,SLCO2B1
atazanavir,ALDH7A1
atazanavir,HMOX1
atazanavir,SLCO1B3
atazanavir,SIGMAR1
atazanavir,CYP1A2
atazanavir,SLC39A2
atazanavir,SORD
atazanavir,CYP3A4
atazanavir,SLC30A5
atazanavir,MAT2A
atazanavir,CYP2C9
atazanavir,SLC39A1
atazanavir,ALOX15
atazanavir,CYP2C8
atazanavir,SLC30A6
atazanavir,TYMS
atazanavir,UGT1A1
atorvastatin,DRD1
atorvastatin,SAT1
atorvastatin,ALB
atorvastatin,SLC1A5
atorvastatin,F2
atorvastatin,TYR
atorvastatin,FABP4
atorvastatin,ABCB11
atorvastatin,HSD3B2
atorvastatin,CCBL1
atorvastatin,SLC22A1
atorvastatin,ABCC1
atorvastatin,PPARA
atorvastatin,HSD11B1
atorvastatin,MT1HL1
atorvastatin,SLCO1B1
atorvastatin,AASS
atorvastatin,MT-CO1
atorvastatin,MT1B
atorvastatin,ABCB1
atorvastatin,NR0B1
atorvastatin,CYP17A1
atorvastatin,MT1E
atorvastatin,SLCO2B1
atorvastatin,CD52
atorvastatin,ELANE
atorvastatin,MT4
atorvastatin,ABCC2
atorvastatin,TOP1MT
atorvastatin,MMAB
atorvastatin,IGFBP1
atorvastatin,ABCC4
atorvastatin,APRT
atorvastatin,AKR1C3
atorvastatin,ABCC5
atorvastatin,SLC18A2
atorvastatin,PCYT1A
atorvastatin,SLCO1A2
atorvastatin,ALDH7A1
atorvastatin,HMOX1
atorvastatin,SLCO1B3
atorvastatin,SLC38A3
atorvastatin,CYP3A5
atorvastatin,SLC30A7
atorvastatin,ARG1
atorvastatin,CYP2D6
atorvastatin,SLC30A4
atorvastatin,SORD
atorvastatin,CYP3A4
atorvastatin,SLC30A5
atorvastatin,MAT2A
atorvastatin,CYP2C9
atorvastatin,SLC39A1
atorvastatin,ALOX15
atorvastatin,CYP2C8
atorvastatin,SLC30A6
atorvastatin,NDUFA4L2
atorvastatin,CYP2C19
atorvastatin,TYMS
atorvastatin,UGT1A1
atorvastatin,CYP2B6
atorvastatin,PRLR
atorvastatin,CYP3A7
atorvastatin,ATP4A
atorvastatin,UGT1A3
atorvastatin,HMGCR
atorvastatin,DPP4
atorvastatin,HDAC2
atorvastatin,AHR
atorvastatin,NR1I3
sertraline,DRD1
sertraline,SAT1
sertraline,ALB
sertraline,SLC1A5
sertraline,AASS
sertraline,MT-CO1
sertraline,MT1B
sertraline,ABCB1
sertraline,SDHA
sertraline,SLC5A2
sertraline,CHRM5
sertraline,MAOB
sertraline,CACNA1A
sertraline,ALOX5
sertraline,MAOA
sertraline,CACNA1E
sertraline,ARG1
sertraline,CYP2D6
sertraline,SLC30A4
sertraline,SORD
sertraline,CYP3A4
sertraline,SLC30A5
sertraline,MAT2A
sertraline,CYP2C9
sertraline,SLC39A1
sertraline,HSD17B10
sertraline,CYP2E1
sertraline,NDUFA4L2
sertraline,CYP2C19
sertraline,CYP2B6
sertraline,SLC6A2
sertraline,SLC6A3
sertraline,SLC6A4
sertraline,SLC29A4
sertraline,PGRMC1
sertraline,SIGMAR1
nifedipine,DRD1
nifedipine,SAT1
nifedipine,ALB
nifedipine,SLC1A5
nifedipine,F2
nifedipine,TYR
nifedipine,FABP4
nifedipine,ABCB11
nifedipine,DLAT
nifedipine,MAT2A
nifedipine,ORM1
nifedipine,KCNQ2
nifedipine,MS4A1
nifedipine,NDUFS7
nifedipine,ORM2
nifedipine,CUBN
nifedipine,PPARA
nifedipine,HSD11B1
nifedipine,MT1HL1
nifedipine,SLCO1B1
nifedipine,AASS
nifedipine,MT-CO1
nifedipine,MT1B
nifedipine,ABCB1
nifedipine,TPH2
nifedipine,PPAT
nifedipine,MT1X
nifedipine,ABCC3
nifedipine,CD52
nifedipine,ELANE
nifedipine,MT4
nifedipine,ABCC2
nifedipine,SLC38A3
nifedipine,CYP3A5
nifedipine,SLC30A7
nifedipine,ARG1
nifedipine,CYP2D6
nifedipine,SLC30A4
nifedipine,SIGMAR1
nifedipine,CYP1A2
nifedipine,SLC39A2
nifedipine,SORD
nifedipine,CYP3A4
nifedipine,SLC30A5
nifedipine,MAT2A
nifedipine,CYP2C9
nifedipine,SLC39A1
nifedipine,ALOX15
nifedipine,CYP2C8
nifedipine,SLC30A6
nifedipine,RBP4
nifedipine,CYP2A6
nifedipine,HSD17B10
nifedipine,CYP2E1
nifedipine,FGF4
nifedipine,CYP1A1
nifedipine,CYP2B6
nifedipine,CALM1
nifedipine,MAOB
nifedipine,CACNA1C
nifedipine,IDS
nifedipine,NR1I2
nifedipine,CACNB2
nifedipine,CACNA1S
nifedipine,CACNA1D
nifedipine,KCND3
nifedipine,CACNA1G
nifedipine,CACNA1H
nifedipine,CACNA1I
carvedilol,DRD1
carvedilol,SAT1
carvedilol,ALB
carvedilol,SLC1A5
carvedilol,AASS
carvedilol,MT-CO1
carvedilol,MT1B
carvedilol,ABCB1
carvedilol,KCNH2
carvedilol,CYP27B1
carvedilol,PLTP
carvedilol,ABCG1
carvedilol,VEGFA
carvedilol,PON1
carvedilol,SLC14A2
carvedilol,ADRB1
carvedilol,ACE2
carvedilol,SLC19A1
carvedilol,NDUFC2
carvedilol,TPMT
carvedilol,ABCG5
carvedilol,TYR
carvedilol,XDH
carvedilol,SLC5A3
carvedilol,ARG1
carvedilol,CYP2D6
carvedilol,SLC30A4
carvedilol,ADRA2A
carvedilol,SOD1
carvedilol,SLC39A5
carvedilol,SIGMAR1
carvedilol,CYP1A2
carvedilol,SLC39A2
carvedilol,SORD
carvedilol,CYP3A4
carvedilol,SLC30A5
carvedilol,MAT2A
carvedilol,CYP2C9
carvedilol,SLC39A1
carvedilol,HSD17B10
carvedilol,CYP2E1
carvedilol,TYMS
carvedilol,UGT1A1
carvedilol,FGF4
carvedilol,CYP1A1
carvedilol,ADRA2C
carvedilol,FMO1
carvedilol,AOC1
carvedilol,UGT2B7
carvedilol,ADORA3
carvedilol,UGT2B4
carvedilol,ADRA1A
carvedilol,ADRA2B
carvedilol,ADRA1B
carvedilol,ADRB2
carvedilol,ADRA1D
carvedilol,NPPB
carvedilol,SELE
carvedilol,GJA1
carvedilol,VCAM1
carvedilol,HIF1A
carvedilol,ADRA1A
carvedilol,ADRA1B
carvedilol,ADRA1D
carvedilol,KCNJ4
carvedilol,KCNJ2
levofloxacin,DRD1
levofloxacin,SAT1
levofloxacin,ALB
levofloxacin,SLC1A5
levofloxacin,CA1
levofloxacin,FABP2
levofloxacin,SLC22A4
levofloxacin,AASS
levofloxacin,MT-CO1
levofloxacin,MT1B
levofloxacin,ABCB1
levofloxacin,SLC18A2
levofloxacin,PCYT1A
levofloxacin,SLCO1A2
levofloxacin,ESR1
levofloxacin,SLC22A2
levofloxacin,GSR
levofloxacin,SLC22A1
levofloxacin,GABRR1
levofloxacin,VKORC1
levofloxacin,SLCO4C1
levofloxacin,ALDH2
levofloxacin,ATP1A1
levofloxacin,SLC47A1
levofloxacin,BDH1
levofloxacin,TGM2
levofloxacin,SLC47A2
levofloxacin,MAT2A
levofloxacin,CYP2C9
levofloxacin,SLC39A1
doxepin,DRD1
doxepin,DRD1
doxepin,SAT1
doxepin,SAT1
doxepin,ALB
doxepin,ALB
doxepin,SLC1A5
doxepin,SLC1A5
doxepin,CTNS
doxepin,CTNS
doxepin,NDUFS3
doxepin,NDUFS3
doxepin,ORM1
doxepin,ORM1
doxepin,SLC16A3
doxepin,SLC16A3
doxepin,CHRM3
doxepin,CHRM3
doxepin,LPL
doxepin,LPL
doxepin,GC
doxepin,GC
doxepin,SLC6A3
doxepin,SLC6A3
doxepin,AASS
doxepin,AASS
doxepin,MT-CO1
doxepin,MT-CO1
doxepin,MT1B
doxepin,MT1B
doxepin,ABCB1
doxepin,ABCB1
doxepin,KCNH2
doxepin,KCNH2
doxepin,CYP27B1
doxepin,CYP27B1
doxepin,PLTP
doxepin,PLTP
doxepin,ABCG1
doxepin,ABCG1
doxepin,CHRM1
doxepin,CHRM1
doxepin,IGFBP2
doxepin,IGFBP2
doxepin,SLC29A1
doxepin,SLC29A1
doxepin,HRH2
doxepin,HRH2
doxepin,CDO1
doxepin,CDO1
doxepin,SLC19A2
doxepin,SLC19A2
doxepin,HRH4
doxepin,HRH4
doxepin,GSTT1
doxepin,GSTT1
doxepin,ABCA3
doxepin,ABCA3
doxepin,CHRM5
doxepin,CHRM5
doxepin,MAOB
doxepin,MAOB
doxepin,CACNA1A
doxepin,CACNA1A
doxepin,ARG1
doxepin,ARG1
doxepin,CYP2D6
doxepin,CYP2D6
doxepin,SLC30A4
doxepin,SLC30A4
doxepin,SIGMAR1
doxepin,SIGMAR1
doxepin,CYP1A2
doxepin,CYP1A2
doxepin,SLC39A2
doxepin,SLC39A2
doxepin,HTR1A
doxepin,HTR1A
doxepin,HNMT
doxepin,HNMT
doxepin,SLC30A9
doxepin,SLC30A9
doxepin,SORD
doxepin,SORD
doxepin,CYP3A4
doxepin,CYP3A4
doxepin,SLC30A5
doxepin,SLC30A5
doxepin,MAT2A
doxepin,MAT2A
doxepin,CYP2C9
doxepin,CYP2C9
doxepin,SLC39A1
doxepin,SLC39A1
doxepin,NDUFA4L2
doxepin,NDUFA4L2
doxepin,CYP2C19
doxepin,CYP2C19
doxepin,HTR2B
doxepin,HTR2B
doxepin,CHRM4
doxepin,CHRM4
doxepin,MT2A
doxepin,MT2A
doxepin,HRH1
doxepin,HRH1
doxepin,NUAK2
doxepin,NUAK2
doxepin,HTR2A
doxepin,HTR2A
doxepin,SULT1A4
doxepin,SULT1A4
doxepin,SLC6A2
doxepin,SLC6A2
doxepin,ADRA1A
doxepin,ADRA1A
doxepin,HTR2C
doxepin,HTR2C
doxepin,P4HA2
doxepin,P4HA2
doxepin,CHRM2
doxepin,CHRM2
doxepin,ADRA1B
doxepin,ADRA1B
doxepin,ADRA1D
doxepin,ADRA1D
doxepin,SLC6A4
doxepin,SLC6A4
doxepin,HTR6
doxepin,HTR6
arsenic trioxide,DRD1
arsenic trioxide,SAT1
arsenic trioxide,ALB
arsenic trioxide,SLC1A5
arsenic trioxide,AASS
arsenic trioxide,MT-CO1
arsenic trioxide,MT1B
arsenic trioxide,ABCB1
arsenic trioxide,CD52
arsenic trioxide,ELANE
arsenic trioxide,MT4
arsenic trioxide,ABCC2
arsenic trioxide,SORD
arsenic trioxide,CYP3A4
arsenic trioxide,SLC30A5
arsenic trioxide,AKT1
arsenic trioxide,MAPK1
arsenic trioxide,CCND1
arsenic trioxide,JUN
arsenic trioxide,MAPK3
arsenic trioxide,IKBKB
arsenic trioxide,TXNRD1
arsenic trioxide,HDAC1
arsenic trioxide,PML
arsenic trioxide,CDKN1A
flecainide,DRD1
flecainide,SAT1
flecainide,ALB
flecainide,SLC1A5
flecainide,DLAT
flecainide,MAT2A
flecainide,ORM1
flecainide,KCNQ2
flecainide,MS4A1
flecainide,NDUFS7
flecainide,ORM2
flecainide,CUBN
flecainide,AASS
flecainide,MT-CO1
flecainide,MT1B
flecainide,ABCB1
flecainide,KCNH2
flecainide,CYP27B1
flecainide,PLTP
flecainide,ABCG1
flecainide,ALDH2
flecainide,ATP1A1
flecainide,SLC47A1
flecainide,SCN5A
flecainide,MMP12
flecainide,ATP1B3
flecainide,ARG1
flecainide,CYP2D6
flecainide,SLC30A4
flecainide,SIGMAR1
flecainide,CYP1A2
flecainide,SLC39A2
flecainide,MAT2A
flecainide,CYP2C9
flecainide,SLC39A1
flecainide,SCN4A
flecainide,RYR2
captopril,DRD1
captopril,SAT1
captopril,ALB
captopril,SLC1A5
captopril,MMP9
captopril,ADCY1
captopril,SLC22A2
captopril,CRABP2
captopril,MCCC2
captopril,DHFR
captopril,MT1A
captopril,SLC15A1
captopril,AASS
captopril,MT-CO1
captopril,MT1B
captopril,ABCB1
captopril,NDUFA10
captopril,PROC
captopril,MT2A
captopril,SLC22A6
captopril,ACE
captopril,PLA2G2A
captopril,SLC25A1
captopril,MMP2
captopril,LTA4H
captopril,BDKRB1
ceftriaxone,DRD1
ceftriaxone,SAT1
ceftriaxone,ALB
ceftriaxone,SLC1A5
ceftriaxone,AGTR1
ceftriaxone,MSRB1
ceftriaxone,VLDLR
ceftriaxone,SLC22A11
ceftriaxone,MCCC2
ceftriaxone,DHFR
ceftriaxone,MT1A
ceftriaxone,SLC15A1
ceftriaxone,AASS
ceftriaxone,MT-CO1
ceftriaxone,MT1B
ceftriaxone,ABCB1
ceftriaxone,NDUFA10
ceftriaxone,PROC
ceftriaxone,MT2A
ceftriaxone,SLC22A6
ceftriaxone,PLOD1
ceftriaxone,ACHE
ceftriaxone,IGFALS
ceftriaxone,SLC15A2
ceftriaxone,TPH1
ceftriaxone,CHDH
ceftriaxone,SLC22A8
ceftriaxone,PTGS2
ceftriaxone,GLUL
ceftriaxone,POU2F1
ceftriaxone,SLC22A11
ceftriaxone,SLC15A1
ceftriaxone,SLC22A6
ceftriaxone,SLC22A8
saquinavir,DRD1
saquinavir,SAT1
saquinavir,ALB
saquinavir,SLC1A5
saquinavir,CTNS
saquinavir,NDUFS3
saquinavir,ORM1
saquinavir,SLC16A3
saquinavir,F2
saquinavir,TYR
saquinavir,FABP4
saquinavir,ABCB11
saquinavir,HSD3B2
saquinavir,CCBL1
saquinavir,SLC22A1
saquinavir,ABCC1
saquinavir,PPARA
saquinavir,HSD11B1
saquinavir,MT1HL1
saquinavir,SLCO1B1
saquinavir,AASS
saquinavir,MT-CO1
saquinavir,MT1B
saquinavir,ABCB1
saquinavir,NR0B1
saquinavir,CYP17A1
saquinavir,MT1E
saquinavir,SLCO2B1
saquinavir,CKB
saquinavir,NAGLU
saquinavir,MT3
saquinavir,ABCG2
saquinavir,CD52
saquinavir,ELANE
saquinavir,MT4
saquinavir,ABCC2
saquinavir,SLC18A2
saquinavir,PCYT1A
saquinavir,SLCO1A2
saquinavir,GSR
saquinavir,SLC22A1
saquinavir,SLC38A3
saquinavir,CYP3A5
saquinavir,SLC30A7
saquinavir,ARG1
saquinavir,CYP2D6
saquinavir,SLC30A4
saquinavir,SORD
saquinavir,CYP3A4
saquinavir,SLC30A5
saquinavir,ALOX15
saquinavir,CYP2C8
saquinavir,SLC30A6
saquinavir,PRLR
saquinavir,CYP3A7
sevoflurane,DRD1
sevoflurane,SAT1
sevoflurane,ALB
sevoflurane,SLC1A5
sevoflurane,ATP2C1
sevoflurane,SORD
sevoflurane,CYP3A4
sevoflurane,SLC30A5
sevoflurane,RBP4
sevoflurane,CYP2A6
sevoflurane,HSD17B10
sevoflurane,CYP2E1
sevoflurane,CYP2B6
sevoflurane,GLRA1
sevoflurane,ARSB
sevoflurane,MT-ND1
sevoflurane,GRIA1
sevoflurane,GABRA1
sevoflurane,GABRA1
sevoflurane,GABRA2
sevoflurane,GABRA3
sevoflurane,GABRA4
sevoflurane,GABRA5
sevoflurane,GABRA6
sevoflurane,GABRB1
sevoflurane,GABRB2
sevoflurane,GABRB3
sevoflurane,GABRD
sevoflurane,GABRE
sevoflurane,GABRG1
sevoflurane,GABRG2
sevoflurane,GABRG3
sevoflurane,GABRP
sevoflurane,GABRQ
sevoflurane,CCDC51
gemfibrozil,DRD1
gemfibrozil,SAT1
gemfibrozil,ALB
gemfibrozil,SLC1A5
gemfibrozil,PPARA
gemfibrozil,HSD11B1
gemfibrozil,MT1HL1
gemfibrozil,SLCO1B1
gemfibrozil,SIGMAR1
gemfibrozil,CYP1A2
gemfibrozil,SLC39A2
gemfibrozil,SORD
gemfibrozil,CYP3A4
gemfibrozil,SLC30A5
gemfibrozil,MAT2A
gemfibrozil,CYP2C9
gemfibrozil,SLC39A1
gemfibrozil,ALOX15
gemfibrozil,CYP2C8
gemfibrozil,SLC30A6
gemfibrozil,NDUFA4L2
gemfibrozil,CYP2C19
gemfibrozil,GMPS
gemfibrozil,UGT1A9
gemfibrozil,TYMS
gemfibrozil,UGT1A1
gemfibrozil,ATP4A
gemfibrozil,UGT1A3
gemfibrozil,AOC1
gemfibrozil,UGT2B7
gemfibrozil,ASIC1
gemfibrozil,UGT2B17
gemfibrozil,ADORA3
gemfibrozil,UGT2B4
gemfibrozil,SLCO1B1
gemfibrozil,SLCO2B1
gemfibrozil,SLC22A8
gemfibrozil,SLCO1B3
clomipramine,DRD1
clomipramine,SAT1
clomipramine,ALB
clomipramine,SLC1A5
clomipramine,AASS
clomipramine,MT-CO1
clomipramine,MT1B
clomipramine,ABCB1
clomipramine,ARG1
clomipramine,CYP2D6
clomipramine,SLC30A4
clomipramine,SIGMAR1
clomipramine,CYP1A2
clomipramine,SLC39A2
clomipramine,SORD
clomipramine,CYP3A4
clomipramine,SLC30A5
clomipramine,NDUFA4L2
clomipramine,CYP2C19
clomipramine,HTR2B
clomipramine,HTR2A
clomipramine,SULT1A4
clomipramine,SLC6A2
clomipramine,HTR2C
clomipramine,P4HA2
clomipramine,SLC6A4
clomipramine,GSTP1
darunavir,DRD1
darunavir,SAT1
darunavir,ALB
darunavir,SLC1A5
darunavir,CTNS
darunavir,NDUFS3
darunavir,ORM1
darunavir,SLC16A3
darunavir,PPARA
darunavir,HSD11B1
darunavir,MT1HL1
darunavir,SLCO1B1
darunavir,AASS
darunavir,MT-CO1
darunavir,MT1B
darunavir,ABCB1
darunavir,ARG1
darunavir,CYP2D6
darunavir,SLC30A4
darunavir,SORD
darunavir,CYP3A4
darunavir,SLC30A5
fosphenytoin,DRD1
fosphenytoin,SAT1
fosphenytoin,ALB
fosphenytoin,SLC1A5
fosphenytoin,FLT4
fosphenytoin,TPH1
fosphenytoin,SERPINA7
fosphenytoin,SEC14L2
fosphenytoin,SCN5A
fosphenytoin,MMP12
fosphenytoin,ATP1B3
fosphenytoin,SIGMAR1
fosphenytoin,CYP1A2
fosphenytoin,SLC39A2
fosphenytoin,SORD
fosphenytoin,CYP3A4
fosphenytoin,SLC30A5
fosphenytoin,MAT2A
fosphenytoin,CYP2C9
fosphenytoin,SLC39A1
fosphenytoin,NDUFA4L2
fosphenytoin,CYP2C19
fosphenytoin,GMPS
fosphenytoin,UGT1A9
fosphenytoin,CYP2B6
fosphenytoin,DHODH
fosphenytoin,UGT1A6
colchicine,DRD1
colchicine,SAT1
colchicine,ALB
colchicine,SLC1A5
colchicine,AASS
colchicine,MT-CO1
colchicine,MT1B
colchicine,ABCB1
colchicine,TUBB
colchicine,GSTP1
colchicine,SLC51B
colchicine,SORD
colchicine,CYP3A4
colchicine,SLC30A5
colchicine,ALOX15
colchicine,CYP2C8
colchicine,SLC30A6
colchicine,HSD17B10
colchicine,CYP2E1
colchicine,CYP2B6
acenocoumarol,DRD1
acenocoumarol,SAT1
acenocoumarol,ALB
acenocoumarol,SLC1A5
acenocoumarol,CTNS
acenocoumarol,NDUFS3
acenocoumarol,ORM1
acenocoumarol,SLC16A3
acenocoumarol,AASS
acenocoumarol,MT-CO1
acenocoumarol,MT1B
acenocoumarol,ABCB1
acenocoumarol,SIGMAR1
acenocoumarol,CYP1A2
acenocoumarol,SLC39A2
acenocoumarol,SORD
acenocoumarol,CYP3A4
acenocoumarol,SLC30A5
acenocoumarol,MAT2A
acenocoumarol,CYP2C9
acenocoumarol,SLC39A1
acenocoumarol,NDUFA4L2
acenocoumarol,CYP2C19
acenocoumarol,VKORC1
lopinavir,DRD1
lopinavir,SAT1
lopinavir,ALB
lopinavir,SLC1A5
lopinavir,CTNS
lopinavir,NDUFS3
lopinavir,ORM1
lopinavir,SLC16A3
lopinavir,F2
lopinavir,TYR
lopinavir,FABP4
lopinavir,ABCB11
lopinavir,PPARA
lopinavir,HSD11B1
lopinavir,MT1HL1
lopinavir,SLCO1B1
lopinavir,AASS
lopinavir,MT-CO1
lopinavir,MT1B
lopinavir,ABCB1
lopinavir,ALDH7A1
lopinavir,HMOX1
lopinavir,SLCO1B3
lopinavir,ARG1
lopinavir,CYP2D6
lopinavir,SLC30A4
lopinavir,SIGMAR1
lopinavir,CYP1A2
lopinavir,SLC39A2
lopinavir,SORD
lopinavir,CYP3A4
lopinavir,SLC30A5
lopinavir,MAT2A
lopinavir,CYP2C9
lopinavir,SLC39A1
lopinavir,NDUFA4L2
lopinavir,CYP2C19
lopinavir,CYP2B6
lopinavir,HSD17B4
lopinavir,CYP3A4
lopinavir,ALAS1
lopinavir,CYP3A43
lopinavir,CKMT2
lopinavir,CYP3A5
lopinavir,CHRNA10
lopinavir,CYP3A7
dronedarone,DRD1
dronedarone,SAT1
dronedarone,ALB
dronedarone,SLC1A5
dronedarone,PPARA
dronedarone,HSD11B1
dronedarone,MT1HL1
dronedarone,SLCO1B1
dronedarone,AASS
dronedarone,MT-CO1
dronedarone,MT1B
dronedarone,ABCB1
dronedarone,KCNH2
dronedarone,CYP27B1
dronedarone,PLTP
dronedarone,ABCG1
dronedarone,TPH1
dronedarone,CHDH
dronedarone,SLC22A8
dronedarone,ESR1
dronedarone,SLC22A2
dronedarone,GSR
dronedarone,SLC22A1
dronedarone,ALDH7A1
dronedarone,HMOX1
dronedarone,SLCO1B3
dronedarone,ADRB1
dronedarone,ACE2
dronedarone,SLC19A1
dronedarone,SCN5A
dronedarone,MMP12
dronedarone,ATP1B3
dronedarone,KCNK2
dronedarone,SLC2A10
dronedarone,SLC38A3
